osm_id,highway,eligibility,x,y
29503196,residential,fallback (untagged residential <500m),526061.5868065965,185976.67009868956
29503196,residential,fallback (untagged residential <500m),526071.079294813,185981.25674373383
29503196,residential,fallback (untagged residential <500m),526080.00768717,185984.53861533693
29503196,residential,fallback (untagged residential <500m),526100.5493613977,185989.12169438513
29503196,residential,fallback (untagged residential <500m),526109.6829009793,185988.8924671508
29503196,residential,fallback (untagged residential <500m),526120.9326338193,185993.10004250507
29575428,residential,fallback (untagged residential <500m),526052.5615425683,186942.52499339194
29575428,residential,fallback (untagged residential <500m),526107.3174437586,186964.0376944762
29575428,residential,fallback (untagged residential <500m),526152.3243207356,186985.4865747433
29575428,residential,fallback (untagged residential <500m),526158.5360915439,186988.90139459894
29575428,residential,fallback (untagged residential <500m),526185.4284004392,187002.856434897
29575508,residential,fallback (untagged residential <500m),526183.5279238113,186867.94506216794
29575508,residential,fallback (untagged residential <500m),526177.9372514717,186879.42299937224
29575508,residential,fallback (untagged residential <500m),526171.3961211762,186892.869105277
29575508,residential,fallback (untagged residential <500m),526157.0784562145,186925.66151683585
29575508,residential,fallback (untagged residential <500m),526160.4027392603,186933.0882780222
29575508,residential,fallback (untagged residential <500m),526160.6919150902,186933.72973195027
29575508,residential,fallback (untagged residential <500m),526159.6497252414,186946.07747849223
29575508,residential,fallback (untagged residential <500m),526155.4890441854,186966.70434193203
29575677,residential,fallback (untagged residential <500m),526150.8781425188,186991.21460073907
29577473,residential,fallback (untagged residential <500m),526601.4867920077,187149.08980862412
29577473,residential,fallback (untagged residential <500m),526591.9661242892,187156.85281059815
29577473,residential,fallback (untagged residential <500m),526585.3514313559,187165.15570565633
29577473,residential,fallback (untagged residential <500m),526579.7639769872,187177.31208378018
29577473,residential,fallback (untagged residential <500m),526579.3117327715,187181.54035236908
29577473,residential,fallback (untagged residential <500m),526578.8764021184,187185.64664124954
29577473,residential,fallback (untagged residential <500m),526577.428171178,187199.21935922612
29622614,residential,fallback (untagged residential <500m),526271.3348228681,185861.78756438545
29622614,residential,fallback (untagged residential <500m),526278.2154916946,185862.34825091454
29622614,residential,fallback (untagged residential <500m),526284.4369628213,185866.54232467856
29622614,residential,fallback (untagged residential <500m),526285.5860496422,185873.6034323373
29622614,residential,fallback (untagged residential <500m),526284.1475370189,185879.56529410178
29622614,residential,fallback (untagged residential <500m),526281.7904037748,185885.3707657996
29622614,residential,fallback (untagged residential <500m),526272.5015108791,185899.63858916675
29622614,residential,fallback (untagged residential <500m),526263.5148060215,185912.07792828517
29622614,residential,fallback (untagged residential <500m),526262.7765554581,185914.70787635038
29622614,residential,fallback (untagged residential <500m),526263.1764740926,185916.47595499712
30131461,residential,fallback (untagged residential <500m),529599.2734502571,181654.78599862318
30131461,residential,fallback (untagged residential <500m),529635.5477574782,181679.5133088836
30131461,residential,fallback (untagged residential <500m),529636.9216591491,181680.62774046126
30273083,residential,fallback (untagged residential <500m),529347.736541405,181743.31696685898
30273083,residential,fallback (untagged residential <500m),529348.7454639128,181741.86268310284
30273083,residential,fallback (untagged residential <500m),529381.4243207779,181694.6124207173
30273083,residential,fallback (untagged residential <500m),529384.8464540433,181691.08309711778
30273083,residential,fallback (untagged residential <500m),529386.0437057527,181690.9577984413
30273083,residential,fallback (untagged residential <500m),529387.0946991199,181690.851030757
30273083,residential,fallback (untagged residential <500m),529396.8954144622,181696.09690108045
30273083,residential,fallback (untagged residential <500m),529397.9573080977,181696.3798788169
30273083,residential,fallback (untagged residential <500m),529398.7395716828,181695.9213146167
30273083,residential,fallback (untagged residential <500m),529408.9737618611,181680.60333864047
30279582,residential,fallback (untagged residential <500m),529440.5188976497,181708.41352705314
30279582,residential,fallback (untagged residential <500m),529442.9047980828,181704.9579909683
30279582,residential,fallback (untagged residential <500m),529447.2231006386,181698.68076841178
30279582,residential,fallback (untagged residential <500m),529451.3450289057,181692.75462894095
30279582,residential,fallback (untagged residential <500m),529453.8432257809,181688.97925835015
30279582,residential,fallback (untagged residential <500m),529467.7543988359,181668.8589358086
30280298,residential,fallback (untagged residential <500m),529060.5466419173,182033.85420731944
30280298,residential,fallback (untagged residential <500m),529063.8528827113,182036.50866530772
30280299,residential,fallback (untagged residential <500m),529051.4932335167,182077.63373807358
30280299,residential,fallback (untagged residential <500m),529074.248149361,182044.84024232737
32263808,residential,fallback (untagged residential <500m),528857.6487008905,182700.39633336238
32263808,residential,fallback (untagged residential <500m),528857.6566253863,182706.65022182133
32263811,residential,fallback (untagged residential <500m),528891.3715385906,182820.83986360632
32263811,residential,fallback (untagged residential <500m),528894.0290982716,182821.14098272606
32263811,residential,fallback (untagged residential <500m),528901.2058106856,182821.95738265623
32263811,residential,fallback (untagged residential <500m),528920.386472044,182823.1786138948
32263811,residential,fallback (untagged residential <500m),528935.3319578454,182824.18112969853
32263811,residential,fallback (untagged residential <500m),528967.4875287535,182826.6555151876
32263811,residential,fallback (untagged residential <500m),528975.7250160363,182827.24302189949
32592744,residential,fallback (untagged residential <500m),530435.2706580892,181863.44594453345
32592744,residential,fallback (untagged residential <500m),530448.6187128265,181871.0772778025
33203250,residential,fallback (untagged residential <500m),529636.1433011207,184826.25787871273
33203253,residential,fallback (untagged residential <500m),529598.2495371083,184857.18211662874
33203253,residential,fallback (untagged residential <500m),529601.5844000248,184855.09737002384
33608038,residential,fallback (untagged residential <500m),530830.0657904877,182393.7289625897
33608038,residential,fallback (untagged residential <500m),530832.0314849754,182391.25359423086
33608038,residential,fallback (untagged residential <500m),530848.445385064,182370.60043966724
34112097,residential,fallback (untagged residential <500m),529217.7892270894,183438.42537643027
34112097,residential,fallback (untagged residential <500m),529227.1299928697,183422.61706218205
34112097,residential,fallback (untagged residential <500m),529261.364008612,183439.25617189147
34355961,residential,fallback (untagged residential <500m),524816.8942346466,185120.64685055928
34355961,residential,fallback (untagged residential <500m),524796.9435854771,185174.51284981827
34355961,residential,fallback (untagged residential <500m),524725.7280732307,185340.4831529968
34355961,residential,fallback (untagged residential <500m),524714.7994739054,185365.45116791088
34355961,residential,fallback (untagged residential <500m),524855.0727961925,185418.5867967727
34359692,residential,fallback (untagged residential <500m),525654.7404596126,183791.27776932658
34359692,residential,fallback (untagged residential <500m),525662.7464116344,183822.1872272134
34359692,residential,fallback (untagged residential <500m),525676.4653712369,183875.14775134542
34359692,residential,fallback (untagged residential <500m),525688.6134366122,183922.0384463581
34754029,residential,fallback (untagged residential <500m),524977.7153459337,185112.8539295392
34754029,residential,fallback (untagged residential <500m),524974.4598862038,185111.80569779233
34754316,residential,fallback (untagged residential <500m),524835.5816188343,184932.8445881399
34754316,residential,fallback (untagged residential <500m),524785.7213420669,184953.21653074882
34754320,residential,fallback (untagged residential <500m),524867.5175421899,184790.3000902093
34754320,residential,fallback (untagged residential <500m),524859.9678334597,184805.3141912417
34754320,residential,fallback (untagged residential <500m),524859.6790132722,184813.10728408053
34754320,residential,fallback (untagged residential <500m),524860.5478609013,184819.52682082297
34754320,residential,fallback (untagged residential <500m),524859.1564500363,184826.7364300114
34754320,residential,fallback (untagged residential <500m),524854.0478200266,184830.22712436685
34754320,residential,fallback (untagged residential <500m),524844.7558467294,184833.43689575273
34754320,residential,fallback (untagged residential <500m),524840.4587190537,184837.7821054426
34754320,residential,fallback (untagged residential <500m),524819.7330245391,184882.49351633037
34754504,residential,fallback (untagged residential <500m),525248.4950298902,184725.08895629388
34754504,residential,fallback (untagged residential <500m),525275.5423639584,184672.91295362468
34754529,residential,fallback (untagged residential <500m),525379.8292915475,184741.2388461847
34754529,residential,fallback (untagged residential <500m),525388.613428847,184704.12377182633
34754529,residential,fallback (untagged residential <500m),525393.3557632121,184702.2825137464
34754529,residential,fallback (untagged residential <500m),525431.8152162004,184714.49351624335
34869694,residential,fallback (untagged residential <500m),525118.262242357,184442.972472121
35050502,residential,fallback (untagged residential <500m),524016.0418054382,185456.78484529804
35050502,residential,fallback (untagged residential <500m),524019.0294419594,185459.1389266029
35050502,residential,fallback (untagged residential <500m),524022.35377616575,185461.6236370089
35050502,residential,fallback (untagged residential <500m),524052.1350769962,185483.9382600406
35803751,residential,primary (parking:lane tag),528031.8074805867,184247.1214588518
35803751,residential,primary (parking:lane tag),528033.7049584315,184243.1411513437
35803751,residential,primary (parking:lane tag),528035.4552985269,184235.64083946822
35803751,residential,primary (parking:lane tag),528039.7919445465,184212.80527576566
35803751,residential,primary (parking:lane tag),528041.5288676955,184204.73712402582
35803751,residential,primary (parking:lane tag),528043.3236101929,184198.22828288237
35803751,residential,primary (parking:lane tag),528045.5337451643,184193.13198555313
35803751,residential,primary (parking:lane tag),528049.6182394294,184185.52363520965
35803751,residential,primary (parking:lane tag),528052.2022452815,184181.56064898963
35803751,residential,primary (parking:lane tag),528054.4334167272,184178.65700586484
35803751,residential,primary (parking:lane tag),528057.3372948872,184175.49214354425
35803751,residential,primary (parking:lane tag),528061.3088558438,184172.08715346846
35803751,residential,primary (parking:lane tag),528065.455664732,184168.88688214816
35815688,residential,fallback (untagged residential <500m),529239.0820687602,184383.80195905955
35815688,residential,fallback (untagged residential <500m),529257.6168769079,184371.1877598869
35815688,residential,fallback (untagged residential <500m),529272.8682531874,184360.8156877284
37294287,residential,fallback (untagged residential <500m),529081.5612825745,184175.13529545
38444000,residential,fallback (untagged residential <500m),529786.6616400442,182540.5324098172
38809706,residential,fallback (untagged residential <500m),528797.2188499776,184509.80886865535
38809706,residential,fallback (untagged residential <500m),528795.938766198,184479.04199566244
38809706,residential,fallback (untagged residential <500m),528795.8128947656,184476.34592618636
38809706,residential,fallback (untagged residential <500m),528794.2720253678,184444.37066047126
38809707,residential,fallback (untagged residential <500m),528754.3939101328,184562.1237816664
38809707,residential,fallback (untagged residential <500m),528724.0157695364,184563.04476208036
39901110,residential,fallback (untagged residential <500m),530777.6166769464,182588.9274761596
39901110,residential,fallback (untagged residential <500m),530768.2727721359,182584.6586768215
39901110,residential,fallback (untagged residential <500m),530765.2128626271,182583.2668304594
42738685,residential,fallback (untagged residential <500m),528822.4033550371,185428.31900390994
42738685,residential,fallback (untagged residential <500m),528830.9155213162,185432.12930320244
42738685,residential,fallback (untagged residential <500m),528842.2640438504,185435.15480055352
42738685,residential,fallback (untagged residential <500m),528852.907104897,185445.47325203894
42738685,residential,fallback (untagged residential <500m),528854.3702491181,185447.13503319252
42786632,residential,fallback (untagged residential <500m),530397.4417084524,181282.6896331386
42786632,residential,fallback (untagged residential <500m),530384.5585641343,181291.2389410868
42809293,residential,fallback (untagged residential <500m),529826.3935189755,184356.4913493191
42809293,residential,fallback (untagged residential <500m),529826.5307366416,184355.7381763481
42809293,residential,fallback (untagged residential <500m),529835.3815615718,184304.84397649334
42809293,residential,fallback (untagged residential <500m),529836.4393967089,184300.10838439752
42809293,residential,fallback (untagged residential <500m),529840.975682523,184275.75463797234
43015797,residential,fallback (untagged residential <500m),528113.3157129282,183773.28717004735
43015797,residential,fallback (untagged residential <500m),528111.640704182,183762.94083288516
43015797,residential,fallback (untagged residential <500m),528111.9529647373,183759.36565283115
43015797,residential,fallback (untagged residential <500m),528181.281109999,183722.89229554113
43015797,residential,fallback (untagged residential <500m),528184.7317836571,183725.2939288516
43015797,residential,fallback (untagged residential <500m),528184.2320745138,183752.51034834498
44105556,residential,fallback (untagged residential <500m),525903.9581731849,184628.8513904552
44105556,residential,fallback (untagged residential <500m),525907.3265161444,184624.7955672398
46339894,residential,fallback (untagged residential <500m),529382.7289895496,181875.10172644013
46339894,residential,fallback (untagged residential <500m),529385.6125791426,181871.18035493128
46339896,residential,fallback (untagged residential <500m),529329.7026804441,181807.60930184246
46339896,residential,fallback (untagged residential <500m),529354.1991708718,181772.51336118457
46339896,residential,fallback (untagged residential <500m),529351.8759141779,181770.78507604328
46339896,residential,fallback (untagged residential <500m),529360.1466278948,181758.41034533648
48376803,residential,fallback (untagged residential <500m),526144.6062103475,184715.3989173693
48376803,residential,fallback (untagged residential <500m),526159.5696659056,184713.77899253904
48376803,residential,fallback (untagged residential <500m),526178.3990873481,184710.1410090375
48376803,residential,fallback (untagged residential <500m),526191.6813976603,184705.81995101372
48376803,residential,fallback (untagged residential <500m),526206.0747128346,184700.90341699863
48376803,residential,fallback (untagged residential <500m),526243.7830367688,184684.39337702765
48376803,residential,fallback (untagged residential <500m),526260.5278665179,184676.70912488608
48376803,residential,fallback (untagged residential <500m),526265.3711675174,184673.61378672725
48376803,residential,fallback (untagged residential <500m),526270.4183745224,184667.06291479064
48376803,residential,fallback (untagged residential <500m),526274.7536475309,184660.40531856555
48865037,residential,fallback (untagged residential <500m),525088.9667341796,185293.54187652346
48865037,residential,fallback (untagged residential <500m),525080.0676598452,185301.9461842471
48865037,residential,fallback (untagged residential <500m),525071.0263985429,185310.4916570338
48865037,residential,fallback (untagged residential <500m),525128.3484606822,185370.87917012576
48865037,residential,fallback (untagged residential <500m),525137.1978799179,185362.5182324297
48865037,residential,fallback (untagged residential <500m),525145.2802329147,185354.88392192946
48865050,residential,fallback (untagged residential <500m),525794.9266902411,184882.0322642855
48865050,residential,fallback (untagged residential <500m),525792.0417648542,184886.46733536827
48865050,residential,fallback (untagged residential <500m),525778.426569808,184907.61680179776
48865051,residential,fallback (untagged residential <500m),525877.4863102356,184936.74467864697
48865051,residential,fallback (untagged residential <500m),525860.312736013,184963.45837597607
48865053,residential,fallback (untagged residential <500m),525783.8481893344,184875.00343225215
48865053,residential,fallback (untagged residential <500m),525837.398507714,184909.16748063936
48865053,residential,fallback (untagged residential <500m),525917.9147047985,184967.91366450553
48865053,residential,fallback (untagged residential <500m),525937.6019803451,184980.54203065432
48865053,residential,fallback (untagged residential <500m),525945.8719491465,184986.11060923163
48865053,residential,fallback (untagged residential <500m),525964.188812067,184998.60493371513
48865053,residential,fallback (untagged residential <500m),525977.5510253181,185007.23756365146
48865053,residential,fallback (untagged residential <500m),525979.3635234414,185008.8403783681
48865074,residential,fallback (untagged residential <500m),524202.7297523576,185700.10666848387
48870256,residential,fallback (untagged residential <500m),528540.6451262305,184415.90975786175
48870258,residential,fallback (untagged residential <500m),528394.4487732226,184703.5516809362
48870258,residential,fallback (untagged residential <500m),528306.7476418152,184694.67986023356
48870263,residential,fallback (untagged residential <500m),528308.7383974261,184516.27773795062
48870263,residential,fallback (untagged residential <500m),528306.5567248963,184500.47712203377
48870263,residential,fallback (untagged residential <500m),528305.786301117,184495.27221470815
48870263,residential,fallback (untagged residential <500m),528304.5233766761,184488.14092257433
48870263,residential,fallback (untagged residential <500m),528303.1981389665,184481.55330564675
48870263,residential,fallback (untagged residential <500m),528300.6561568503,184468.20277482033
48870263,residential,fallback (untagged residential <500m),528295.4572632775,184440.83116258803
48870276,residential,fallback (untagged residential <500m),528009.3508830598,184437.67021981522
48870276,residential,fallback (untagged residential <500m),528007.2813073671,184436.37175244075
48870276,residential,fallback (untagged residential <500m),527930.6254105226,184424.30226002034
48870276,residential,fallback (untagged residential <500m),527907.4792627462,184422.91784405155
48870276,residential,fallback (untagged residential <500m),527894.9189383147,184422.1674212286
48870276,residential,fallback (untagged residential <500m),527895.0205661764,184419.5105080044
48870276,residential,fallback (untagged residential <500m),527879.4755508172,184418.80733337835
48870276,residential,fallback (untagged residential <500m),527879.0450437595,184427.90991386148
48870276,residential,fallback (untagged residential <500m),527894.5889105478,184428.6575693995
48870278,residential,fallback (untagged residential <500m),527454.4624803197,184296.8666463644
48870278,residential,fallback (untagged residential <500m),527475.4793722428,184206.77226312977
48870279,residential,fallback (untagged residential <500m),527349.5150301104,184274.30372200802
48870279,residential,fallback (untagged residential <500m),527315.5476603758,184267.79903744423
48870279,residential,fallback (untagged residential <500m),527307.1644608782,184266.19788159768
48870279,residential,fallback (untagged residential <500m),527300.2246388766,184264.86660826276
48870281,residential,fallback (untagged residential <500m),527309.1899908868,184342.86116569996
48870281,residential,fallback (untagged residential <500m),527302.6421678031,184372.6631928931
48870281,residential,fallback (untagged residential <500m),527297.9980002344,184391.57467758562
48870281,residential,fallback (untagged residential <500m),527296.1167364104,184399.36122974945
48870283,residential,fallback (untagged residential <500m),527396.1611648588,184430.5796740501
48870283,residential,fallback (untagged residential <500m),527397.7984063304,184423.3990392416
48870283,residential,fallback (untagged residential <500m),527398.7923833872,184416.69187011576
48870283,residential,fallback (untagged residential <500m),527400.965177981,184409.73609779478
48870283,residential,fallback (untagged residential <500m),527407.4219703304,184399.8945528118
48870283,residential,fallback (untagged residential <500m),527422.8276501041,184403.38577305642
48870283,residential,fallback (untagged residential <500m),527463.1461985133,184412.50985042372
48870285,residential,fallback (untagged residential <500m),527142.1189009668,184231.81750968442
48870285,residential,fallback (untagged residential <500m),527145.7018995929,184215.91711889248
48870285,residential,fallback (untagged residential <500m),527146.9453333095,184210.59596390178
48870285,residential,fallback (untagged residential <500m),527145.6307852555,184208.7826531463
48870285,residential,fallback (untagged residential <500m),527156.7330064673,184158.34186364908
48870285,residential,fallback (untagged residential <500m),527158.1732152412,184152.09093483572
48870289,residential,fallback (untagged residential <500m),527317.8883830963,184210.42897252162
48870315,residential,fallback (untagged residential <500m),527045.9406953742,184186.4690753147
48870315,residential,fallback (untagged residential <500m),527086.394966451,184195.52669233026
48870315,residential,fallback (untagged residential <500m),527094.9647026415,184197.4437136845
48870315,residential,fallback (untagged residential <500m),527102.982477926,184199.2356569441
48870323,residential,fallback (untagged residential <500m),525916.0773588246,183647.18800905417
48870323,residential,fallback (untagged residential <500m),525903.3723368839,183632.88594798633
48870323,residential,fallback (untagged residential <500m),525883.9163907918,183610.98351649713
48870323,residential,fallback (untagged residential <500m),525874.8160828017,183600.74334713968
48870323,residential,fallback (untagged residential <500m),525875.3265038966,183597.22864284122
48870323,residential,fallback (untagged residential <500m),525878.1525905702,183593.23723037803
48870323,residential,fallback (untagged residential <500m),525908.7029216253,183568.74676651997
48870334,residential,fallback (untagged residential <500m),526655.389171328,183874.9251448532
48870340,residential,fallback (untagged residential <500m),526708.8617118013,183914.1035185397
48870340,residential,fallback (untagged residential <500m),526709.9972211268,183922.8223463666
48870340,residential,fallback (untagged residential <500m),526713.0092023867,183955.0556688278
48870344,residential,fallback (untagged residential <500m),526384.9348008963,183998.73221071018
48870344,residential,fallback (untagged residential <500m),526389.2112404103,184000.3186014669
48870344,residential,fallback (untagged residential <500m),526390.9551342803,184000.50666824816
48870344,residential,fallback (untagged residential <500m),526394.3394579636,184000.85797326104
48870344,residential,fallback (untagged residential <500m),526543.7439304583,184076.37328731216
48870344,residential,fallback (untagged residential <500m),526544.4138827194,184081.23039441003
48870344,residential,fallback (untagged residential <500m),526545.8371964353,184086.7627941165
48870344,residential,fallback (untagged residential <500m),526547.4796199684,184091.57737614057
48870344,residential,fallback (untagged residential <500m),526548.939519431,184095.92005952093
48870345,residential,fallback (untagged residential <500m),526406.0906307991,183953.60329871095
48870345,residential,fallback (untagged residential <500m),526400.6424782716,183951.69841404643
48870345,residential,fallback (untagged residential <500m),526361.2870140288,183937.96686461847
48870345,residential,fallback (untagged residential <500m),526349.4411565149,183934.1113161638
48870345,residential,fallback (untagged residential <500m),526348.163825829,183934.41335111513
48870345,residential,fallback (untagged residential <500m),526346.8072039357,183935.39218206063
48870345,residential,fallback (untagged residential <500m),526344.1564620023,183943.48257386434
48870345,residential,fallback (untagged residential <500m),526342.1216798052,183949.68551590445
48870345,residential,fallback (untagged residential <500m),526339.6938125682,183955.2332908244
48917099,residential,fallback (untagged residential <500m),528358.3916411644,187234.08546404808
48917099,residential,fallback (untagged residential <500m),528340.1261817547,187257.64773218846
48917110,residential,fallback (untagged residential <500m),528216.5666645824,187024.4820995371
48917110,residential,fallback (untagged residential <500m),528217.3411756235,187032.52466559183
48917110,residential,fallback (untagged residential <500m),528218.5062920745,187034.99105844664
48917110,residential,fallback (untagged residential <500m),528220.2185399216,187036.93715823645
48917110,residential,fallback (untagged residential <500m),528223.1852710838,187039.4602224558
48917110,residential,fallback (untagged residential <500m),528226.9885332608,187040.71363604593
48917110,residential,fallback (untagged residential <500m),528230.267725925,187040.7520245252
48917110,residential,fallback (untagged residential <500m),528233.4668597961,187039.8425463537
48917110,residential,fallback (untagged residential <500m),528236.0541670579,187038.17205383902
48917110,residential,fallback (untagged residential <500m),528237.5530402858,187035.93992056698
48917110,residential,fallback (untagged residential <500m),528239.4546503577,187032.31589394837
48917110,residential,fallback (untagged residential <500m),528239.8984624997,187027.65352840087
48917110,residential,fallback (untagged residential <500m),528237.9279515373,187023.85371316585
48917128,residential,fallback (untagged residential <500m),528831.7902201838,186500.53644864622
48917129,residential,fallback (untagged residential <500m),528792.1148585473,186515.1633693832
48917137,residential,fallback (untagged residential <500m),528801.5518999766,186490.12098996207
48917137,residential,fallback (untagged residential <500m),528791.6192754087,186500.2620247351
49121467,residential,fallback (untagged residential <500m),525880.7793534237,186285.23839695955
49121467,residential,fallback (untagged residential <500m),525873.8888054402,186276.432608177
49121467,residential,fallback (untagged residential <500m),525874.8534592193,186265.78540231817
49121467,residential,fallback (untagged residential <500m),525901.2923066375,186247.89209852047
49121467,residential,fallback (untagged residential <500m),525907.1820450933,186243.0865781526
49121467,residential,fallback (untagged residential <500m),525910.1120444601,186237.92942903965
49121467,residential,fallback (untagged residential <500m),525906.5154023935,186227.74765664968
49121467,residential,fallback (untagged residential <500m),525898.3358588894,186221.41350621963
49121467,residential,fallback (untagged residential <500m),525888.9746608834,186217.69836221752
49121467,residential,fallback (untagged residential <500m),525883.8952257707,186214.72372899682
49121469,residential,fallback (untagged residential <500m),525395.3157982063,185623.1036056762
49121469,residential,fallback (untagged residential <500m),525448.2055315059,185581.61515507544
49121469,residential,fallback (untagged residential <500m),525455.2709548803,185572.75444249203
49121469,residential,fallback (untagged residential <500m),525453.096302967,185563.0755595821
49121469,residential,fallback (untagged residential <500m),525441.4129374506,185550.5355826536
49121469,residential,fallback (untagged residential <500m),525440.2455262314,185549.21595833934
49121504,residential,fallback (untagged residential <500m),527160.3738879685,184952.23133347102
49121504,residential,fallback (untagged residential <500m),527145.546352971,184968.37301841995
49121505,residential,fallback (untagged residential <500m),527200.7809204512,184991.71140365343
49121521,residential,fallback (untagged residential <500m),527500.3348742346,185508.69927728432
49121521,residential,fallback (untagged residential <500m),527459.2773019052,185513.60998325975
49121521,residential,fallback (untagged residential <500m),527450.7862502909,185514.45383914968
49121521,residential,fallback (untagged residential <500m),527442.7478312529,185513.29500120855
49121521,residential,fallback (untagged residential <500m),527433.8754796002,185504.73771305638
49121521,residential,fallback (untagged residential <500m),527428.913275928,185491.57169856713
49121521,residential,fallback (untagged residential <500m),527426.0279910222,185480.22710960766
49121521,residential,fallback (untagged residential <500m),527424.939002043,185477.18421811156
49121537,residential,fallback (untagged residential <500m),528136.8492410275,185033.00505237957
49121537,residential,fallback (untagged residential <500m),528145.6662325452,185037.70092294924
49121537,residential,fallback (untagged residential <500m),528163.2588498859,185047.0805400709
49121537,residential,fallback (untagged residential <500m),528177.8928178591,185054.93892155896
49121537,residential,fallback (untagged residential <500m),528181.521947342,185056.5550465798
49121537,residential,fallback (untagged residential <500m),528183.5082855714,185057.01693068218
49121537,residential,fallback (untagged residential <500m),528185.0923999861,185056.92340757966
49121537,residential,fallback (untagged residential <500m),528187.388552484,185056.3805113383
49121537,residential,fallback (untagged residential <500m),528189.2865028558,185054.84833516402
49121537,residential,fallback (untagged residential <500m),528191.6958764285,185051.47077681142
49676269,residential,fallback (untagged residential <500m),529780.476908002,184840.51747157855
49932187,residential,fallback (untagged residential <500m),529963.3676589302,182485.75116071576
49932187,residential,fallback (untagged residential <500m),529964.763158156,182483.83952525043
49932187,residential,fallback (untagged residential <500m),530003.8842924612,182430.11478164687
49932190,residential,fallback (untagged residential <500m),530229.3795648646,182838.86861367367
49932197,residential,fallback (untagged residential <500m),530297.0812438474,182641.55284998706
49932197,residential,fallback (untagged residential <500m),530267.3063621398,182631.73121809174
49932200,residential,fallback (untagged residential <500m),530316.10744076,182320.8959314038
49932200,residential,fallback (untagged residential <500m),530320.7037069605,182322.74976037577
49934840,residential,fallback (untagged residential <500m),529895.613349869,182541.1808515687
49934840,residential,fallback (untagged residential <500m),529907.2748895232,182543.60445558053
49934840,residential,fallback (untagged residential <500m),529914.6022069651,182545.87272303307
49934840,residential,fallback (untagged residential <500m),529916.8463970069,182547.1430344822
50836164,residential,fallback (untagged residential <500m),528728.4626006291,186646.534025744
50836164,residential,fallback (untagged residential <500m),528723.1961366739,186647.17932216014
50836164,residential,fallback (untagged residential <500m),528719.2576778439,186647.1461525897
50839622,residential,fallback (untagged residential <500m),526292.8477404095,184466.58280066733
50839622,residential,fallback (untagged residential <500m),526269.9578635849,184374.8469468726
50839622,residential,fallback (untagged residential <500m),526261.7748532125,184342.0402636652
50839622,residential,fallback (untagged residential <500m),526248.2958984093,184284.75524574728
50839622,residential,fallback (untagged residential <500m),526236.2790774389,184233.6711903966
50839626,residential,fallback (untagged residential <500m),528563.5046651035,186584.95460153255
50839626,residential,fallback (untagged residential <500m),528567.3479327202,186608.1751691607
50839626,residential,fallback (untagged residential <500m),528572.2595947259,186753.14774061565
50839626,residential,fallback (untagged residential <500m),528571.8144500927,186763.59641224984
50839626,residential,fallback (untagged residential <500m),528571.5423363531,186769.95450877846
50839626,residential,fallback (untagged residential <500m),528571.3025273356,186779.96328059287
50839626,residential,fallback (untagged residential <500m),528571.008601449,186792.10718229617
50839626,residential,fallback (untagged residential <500m),528567.6011064199,186830.23303543724
50839626,residential,fallback (untagged residential <500m),528565.7871743034,186847.62402857962
50839626,residential,fallback (untagged residential <500m),528563.889085486,186863.41051329637
50839627,residential,fallback (untagged residential <500m),528520.5197999654,186460.8943111617
50839627,residential,fallback (untagged residential <500m),528523.3565811284,186465.81781032315
50839627,residential,fallback (untagged residential <500m),528531.5246755539,186484.24062886921
50839627,residential,fallback (untagged residential <500m),528542.9366781355,186514.50753296493
50839627,residential,fallback (untagged residential <500m),528550.8397991688,186539.82279121608
50839627,residential,fallback (untagged residential <500m),528551.4888279187,186543.2220293043
50839627,residential,fallback (untagged residential <500m),528558.4468396038,186562.8605314431
50839628,residential,fallback (untagged residential <500m),528610.8179116759,186381.42811378627
50839628,residential,fallback (untagged residential <500m),528659.0191668837,186331.4632481365
50841939,residential,fallback (untagged residential <500m),528605.5035032299,186450.44034566253
50841939,residential,fallback (untagged residential <500m),528610.2051363416,186452.38446098473
50841939,residential,fallback (untagged residential <500m),528616.9634030169,186455.00386643113
50841939,residential,fallback (untagged residential <500m),528638.2417735232,186462.94322339405
50841939,residential,fallback (untagged residential <500m),528675.9432878885,186477.18570805964
50841939,residential,fallback (untagged residential <500m),528697.6169991519,186485.39128450322
50841939,residential,fallback (untagged residential <500m),528701.7231748581,186487.01993616542
53372458,residential,fallback (untagged residential <500m),528210.6424974106,184235.6109661039
53372461,residential,fallback (untagged residential <500m),528262.4085144085,184253.58757012128
53372461,residential,fallback (untagged residential <500m),528262.4629445005,184246.48957849492
53372461,residential,fallback (untagged residential <500m),528262.6463641658,184242.79987115075
53372461,residential,fallback (untagged residential <500m),528263.1930950572,184240.1096931371
53372461,residential,fallback (untagged residential <500m),528264.0618906049,184237.3052490707
53372461,residential,fallback (untagged residential <500m),528266.4698914731,184234.27263193246
53372461,residential,fallback (untagged residential <500m),528269.3872850197,184231.67573214055
53372461,residential,fallback (untagged residential <500m),528274.3364087231,184229.13016801537
53372461,residential,fallback (untagged residential <500m),528286.1138475876,184224.08653799014
53372461,residential,fallback (untagged residential <500m),528301.3890614664,184217.91842616472
53372461,residential,fallback (untagged residential <500m),528307.6459767191,184215.5172189012
53372461,residential,fallback (untagged residential <500m),528315.9509377091,184213.34582258464
53372461,residential,fallback (untagged residential <500m),528322.9569591543,184212.8775036725
53372461,residential,fallback (untagged residential <500m),528331.4234868182,184213.64788640442
